,Dateiname,Textnummer,Zeichenanzahl,Titel,Bibliographischer Nachweis,Sprache,Erscheinungsort,Jahr,Postume Nachdrucke,Entsprechungen in Buchwerken,lat,lng
2645,1853-Baron_von_Humboldt-4-neu,VII.44,3747.0,[Baron von Humboldt],"in: „Baron Von Humboldt“, in: Benjamin Silliman, A Visit to Europe in 1851, 2 Bände, New York: G. P. Putnam & Company 1854, Band 2, S. 318–322, hier S. 320–321.",Englisch,"New York City, New York",1854,"Alexander von Humboldt und die Vereinigten Staaten von Amerika. Briefwechsel, Berlin: Akademie 2004, S. 291–292. [Siehe dort weitere posthume Drucke.]",,40.71427,-74.00597
2646,1853-Briefe_von_Alexander-1-neu,VII.45,17822.0,Briefe von Alexander v. Humboldt an J. Fr. Pfaff,"in: Carl Pfaff (Hrsg), Sammlung von Briefen gewechselt zwischen Johann Friedrich Pfaff und Herzog Carl von Würtemberg, F. Bouterwek, A. v. Humboldt, A. G. Kästner, und Anderen, Leipzig: Hinrichs 1853, S. 231–239.",Deutsch,Leipzig,1853,"Brief vom 1.5.1789: Alexander von Humboldt. Eine wissenschaftliche Biographie, hrsg. Von Karl Bruhns, Leipzig 1872, Bd. 1–3, Band 1, S. 76–78; Band 3, S. 4–6; Jugendbriefe, S. 57–61.Brief vom 12.11.1794: Alexander von Humboldt. Eine wissenschaftliche Biographie, hrsg. Von Karl Bruhns, Leipzig 1872, Bd. 1–3, Band 1, S. 205.Hanno Beck, Alexander von Humboldt. Bd. 1. Wiesbaden 1959, S. 256, Anm. 116; vgl. ebenda S. 17;  Jugendbriefe, S. 370–371.",,51.33962,12.37129
2647,1853-Death_of_Leopold-01,VII.46,2856.0,Death of Leopold von Buch,"in: The Literary Gazette; and Journal of Belles Lettres, Arts, Sciences, &c. 1886 (12. März 1853), S. 252–253.","Englisch, Französisch",London,1853,"Übersetzt in: W. F. A. Zimmermann, Das Humboldt-Buch. Alexander von Humboldt. Eine Darstellung seines Lebens und wissenschaftlichen Wirkens sowie seiner persönlichen Beziehung zu drei Menschenaltern, 1. Abteilung, 3. Auflage , Berlin 1859, S. 106–107.",,51.50853,-0.12574
2648,1853-Death_of_Leopold-02-neu,VII.46,2540.0,M. de Buch,"in: The Athenæum. Journal of English and Foreign Literature, Science, and the Fine Arts 1324 (12. März 1853), S. 323.",Englisch,London,1853,,,51.50853,-0.12574
2649,1853-Death_of_Leopold-03-neu,VII.46,1145.0,[Death of Leopold von Buch],"in: Cosmos. Revue encyclopédique hebdomadaire des progrès des sciences 2 (13. März 1853), S. [361].",Französisch,Paris,1853,,,48.85341,2.3488
2650,1853-Death_of_Leopold-04-neu,VII.46,2556.0,Death of Leopold De Buch,"in: The Globe and Traveller 17058 (14. März 1853), [o. S.].",Englisch,London,1853,,,51.50853,-0.12574
2651,1853-Death_of_Leopold-05-neu,VII.46,2499.0,M. De Buch,"in: Saunders’s News-Letter and Daily Advertiser 34615 (15. März 1853), [o. S.].",Englisch,Dublin,1853,,,53.33306,-6.24889
2652,1853-Death_of_Leopold-06-neu,VII.46,596.0,[Death of Leopold von Buch],"in: L’Institut, journal universel des sciences et des sociétés savantes en France et a l’étranger 21:1002 (16. März 1853), S. 91.",Französisch,Paris,1853,,,48.85341,2.3488
2653,1853-Death_of_Leopold-07-neu,VII.46,2558.0,Death of Leopold De Buch,"in: The Patriot 22:2022 (17. März 1853), S. 171.",Englisch,London,1853,,,51.50853,-0.12574
2654,1853-Death_of_Leopold-08-neu,VII.46,1482.0,[Death of Leopold von Buch],"in: Berlinische Nachrichten von Staats- und gelehrten Sachen 65 (18. März 1853), S. [o. S.].",Deutsch,Berlin,1853,,,52.52437,13.41053
2655,1853-Death_of_Leopold-09-neu,VII.46,2519.0,M. De Buch,"in: The Belfast Mercury 310 (18. März 1853), [o. S.].",Englisch,Belfast,1853,,,54.59682,-5.92541
2656,1853-Death_of_Leopold-10-neu,VII.46,2456.0,[Death of Leopold von Buch],"in: Allgemeine Zeitung 78 (19. März 1853), S. 1236.",Deutsch,Augsburg,1853,,,48.37154,10.89851
2657,1853-Death_of_Leopold-11-neu,VII.46,2158.0,[Death of Leopold von Buch],"in: L’Athenæum français. Journal universel de la littérature, de la science et des beaux-arts 2:12 (19. März 1853), S. 279.",Französisch,Paris,1853,,,48.85341,2.3488
2658,1853-Death_of_Leopold-12-neu,VII.46,1236.0,Death of M. de Buch,"in: The Herts. Guardian, Agricultural Journal, and General Advertiser for Hertfordshire, Essex, Bedfordshire, Buckinghamshire, Cambridgeshire, and Middlesex 2:59 (19. März 1853), S. 6.",Englisch,Hertford,1853,,,51.79588,-0.07854
2659,1853-Death_of_Leopold-13-neu,VII.46,1236.0,Death of M. de Buch,"in: The Wells Journal, Frome, Shepton Mallet, Glastonbury, and Axbridge Gazette, and General Advertiser for the County of Somerset and the West of England 86 (19. März 1853), S. 6.",Englisch,Wells,1853,,,51.20794,-2.64896
2660,1853-Death_of_Leopold-14-neu,VII.46,1236.0,Death of M. de Buch,"in: Wilts and Glo’stershire Standard And Cirencester and Swindon Express 18:836 (19. März 1853), S. 6.",Englisch,Cirencester,1853,,,51.71927,-1.97145
2661,1853-Death_of_Leopold-15-neu,VII.46,1173.0,Leopold de Buch,"in: The Examiner 2355 (19. März 1853), S. 184.",Englisch,London,1853,,,51.50853,-0.12574
2662,1853-Death_of_Leopold-16-neu,VII.46,2433.0,The veteran von Humboldt,"in: The Weekly News and Chronicle 863 (19. März 1853), S. 183.",Englisch,London,1853,,,51.50853,-0.12574
2663,1853-Death_of_Leopold-17-neu,VII.46,2892.0,[Death of Leopold von Buch],"in: Deutsche Allgemeine Zeitung 67 (20. März 1853), S. 551.",Deutsch,Leipzig,1853,,,51.33962,12.37129
2664,1853-Death_of_Leopold-18-neu,VII.46,2473.0,[Death of Leopold von Buch],"in: Neue Münchener Zeitung 67 (20. März 1853), S. 560.",Deutsch,München,1853,,,48.13743,11.57549
2665,1853-Death_of_Leopold-19-neu,VII.46,1236.0,Death of M. de Buch,"in: The Champion, or, Sligo News 16 (21. März 1853), S. 6.",Englisch,Sligo,1853,,,54.26969,-8.46943
2666,1853-Death_of_Leopold-20-neu,VII.46,2461.0,[Death of Leopold von Buch],"in: Humorist und Wiener Puch 17:69 (24. März 1853), S. 274.",Deutsch,Wien,1853,,,48.20849,16.37208
2667,1853-Death_of_Leopold-21-neu,VII.46,2470.0,[Death of Leopold von Buch],"in: Salzburger Landeszeitung 4:69 (24. März 1853), S. 272.",Deutsch,Salzburg,1853,,,47.79941,13.04399
2668,1853-Death_of_Leopold-22-neu,VII.46,2470.0,[Death of Leopold von Buch],"in: Oesterreichisch-Kaiserliche Wiener Zeitung 72 (25. März 1853), S. 758.",Deutsch,Wien,1853,,,48.20849,16.37208
2669,1853-Death_of_Leopold-23-neu,VII.46,1216.0,[Death of Leopold von Buch],"in: Algemeene Konst- en Letter-Bode voor het Jaar 1853 1:12 (25. März 1853), S. [177]–178.",Niederländisch,Haarlem,1853,,,52.38084,4.63683
2670,1853-Death_of_Leopold-24-neu,VII.46,979.0,[Death of Leopold von Buch],"in: Journal des débats politiques et littéraires (26. März 1853), [o. S.].",Französisch,Paris,1853,,,48.85341,2.3488
2671,1853-Death_of_Leopold-25-neu,VII.46,2370.0,Humboldt and de Buch,"in: The Nation 10:30 (26. März 1853), S. 479.",Englisch,Dublin,1853,,,53.33306,-6.24889
2672,1853-Death_of_Leopold-26-neu,VII.46,986.0,[Brief an Arago über den Tod Leopold von Buchs],"in: Journal général de l’instruction publique et des cultes 22:26 (30. März 1853), S. 188.",Französisch,Paris,1853,,,48.85341,2.3488
2673,1853-Death_of_Leopold-27-neu,VII.46,2284.0,[Death of Leopold von Buch],"in: Kjøbenhavnsposten 27:73 (31. März 1853), S. 292.",Dänisch,Kopenhagen,1853,,,55.67594,12.56553
2674,1853-Death_of_Leopold-28-neu,VII.46,1321.0,Morte di Leopoldo de Buch,"in: Eco della borsa 14:40 (2. April 1853), [o. S.].",Italienisch,Mailand,1853,,,45.46427,9.18951
2675,1853-Death_of_Leopold-29-neu,VII.46,1250.0,[Brief an Arago über den Tod Leopold von Buchs],"in: L’Institut. Journal universel des sciences et des sociétés savantes en France et a l’étranger 21:1005 (6. April 1853), S. 120.",Französisch,Paris,1853,,,48.85341,2.3488
2676,1853-Death_of_Leopold-30-neu,VII.46,2102.0,[Death of Leopold von Buch],"in: Morgenbladet 35:97 (7. April 1853), [o. S.].",Dänisch,Oslo,1853,,,59.91273,10.74609
2677,1853-Death_of_Leopold-31-neu,VII.46,1021.0,[Death of Leopold von Buch],"in: L’alchimista friulano 4:15 (10. April 1853), S. 118.",Italienisch,Udine,1853,,,46.0693,13.23715
2678,1853-Death_of_Leopold-32-neu,VII.46,2327.0,A Beautiful Letter,"in: Weekly Wisconsin 6:48 (20. April 1853), [o. S.].",Englisch,"Milwaukee, Wisconsin",1853,,,43.0389,-87.90647
2679,1853-Death_of_Leopold-33-neu,VII.46,2365.0,[Death of Leopold von Buch],"in: Algemeene Konst- en Letter-Bode voor het Jaar 1853 1:16 (22. April 1853), S. 245–246.",Niederländisch,Haarlem,1853,,,52.38084,4.63683
2680,1853-Death_of_Leopold-34-neu,VII.46,1078.0,Di Leopoldo de Buch,"in: Gazzetta della provincia di Lodi e Crema 21 (23. April 1853), S. 167.",Italienisch,Lodi,1853,,,45.30989,9.50085
2681,1853-Death_of_Leopold-35-neu,VII.46,2274.0,"Letter from Baron von Humboldt, on the death of von Buch","in: Christian Observer 32:17/688 (23. April 1853), S. [65].",Englisch,"Philadelphia, Pennsylvania",1853,,,39.95233,-75.16379
2682,1853-Death_of_Leopold-36-neu,VII.46,973.0,[Brief an Arago über den Tod Leopold von Buchs],"in: The Bombay Times and Journal of Commerce 4:527 (9. Mai 1853), S. 874.",Englisch,Mumbai,1853,,,19.07283,72.88261
2683,1853-Death_of_Leopold-37-neu,VII.46,2570.0,M. de Buch,"in: Littell’s Living Age 470 (21. Mai 1853), S. 488.",Englisch,"Boston, Massachusetts; New York City, New York",1853,,,42.35843,-71.05977
2684,1853-Death_of_Leopold-38-neu,VII.46,2544.0,M. de Buch,"in: Arthur’s Home Magazine 1:8 (Mai 1853), S. 640.",Englisch,"Philadelphia, Pennsylvania",1853,,,39.95233,-75.16379
2685,1853-Death_of_Leopold-39-neu,VII.46,2210.0,Von Buch,"in: The American Journal of Science and Arts 15 (Mai 1853), S. 464.",Englisch,"New Haven, Connecticut",1853,,,41.30815,-72.92816
2686,1853-Death_of_Leopold-40-neu,VII.46,2242.0,Von Buch,"in: The Canadian Journal: A Repertory of Industry, Science, and Art, and a Record of the Proceedings of the Canadian Institute 1:10 (Mai 1853), S. 240.",Englisch,Toronto,1853,,,43.70011,-79.4163
2687,1853-Death_of_Leopold-41,VII.46,1010.0,"Extrait d’une Lettre de M. de Humboldt à M. Arago, annonçant la mort de M. de Buch","in: Comptes rendus hebdomadaires des séances de l’Académie des Sciences 36:11 (Januar–Juni 1853), S. [449].",Französisch,Paris,1853,,,48.85341,2.3488
2688,1853-Death_of_Leopold-42-neu,VII.46,2429.0,The Veteran Von Humboldt,"in: The Sydney Morning Herald 34:5031 (2. Juli 1853), S. 2.",Englisch,Sydney,1853,,,-33.86785,151.20732
2689,1853-Death_of_Leopold-43,VII.46,2759.0,[Death of Leopold von Buch],"in: Roderick Murchison, „Death of Leopold von Buch“, in: Zeitschrift der Deutschen geologischen Gesellschaft 5 (1853), S. 261–263, hier S. 261–262.","Englisch, Französisch",Berlin,1853,,,52.52437,13.41053
2690,1853-Death_of_Leopold-44-neu,VII.46,1178.0,Von Buch,"in: The Year-Book of Facts in Science and Art (1854), S. 284.",Englisch,London,1854,,,51.50853,-0.12574
2691,1853-Geschichte_der_Entdeckungen-1-neu,VII.47,732.0,Geschichte der Entdeckungen und Erfindungen von den ersten Anfängen der Menschheit bis auf unsere Tage. Von Dr. C. G. Rehlen. 8. 1853,"in: Fränkischer Kurier 20:290 (14. Oktober 1853), [o. S.].",Deutsch,Nürnberg,1853,,,49.45421,11.07752
2692,1853-Geschichte_der_Entdeckungen-2,VII.47,877.0,Geschichte der Entdeckungen und Erfindungen von den ersten Anfängen der Menschheit bis auf unsere Tage. Von Dr. C. G. Rehlen. 8. 1853,"in: Illustrirte Zeitung 21:546 (17. Dezember 1853), S. 403.",Deutsch,Leipzig,1853,,,51.33962,12.37129
2693,1853-Geschichte_der_Entdeckungen-3-neu,VII.47,726.0,Geschichte der Entdeckungen und Erfindungen von den ersten Anfängen der Menschheit bis auf unsere Tage. Von Dr. C. G. Rehlen. 8. 1853,"in: H[einrich] F[riedrich] Jacobson, Der Preußische Staat. Eine übersichtliche Darstellung seiner Bildungsgeschichte, seiner Gesetzgebung, Verfassung und Verwaltung, Leipzig: Otto Wigand 1854, [o. S.].",Deutsch,Leipzig,1854,,,51.33962,12.37129
2694,1853-Indian_Sang_Froid-1-neu,VII.48,2204.0,Indian Sang Froid,"in: The Huddersfield Chronicle and West Yorkshire Advertiser 176 (13. August 1853), S. 3.",Englisch,Huddersfield,1853,,"Alexander von Humboldt, Personal Narrative of Travels to the Equinoctial Regions of America, Vol. III: During the Years 1799–1804, translated by T. Ross, Vol. 3, New York, 1851, S. 5–6.Alexander von Humboldt, Relation historique du Voyage aux Régions équinoxiales du Nouveau Continent, 3 Bände, Paris: F. Schoell 1814[–1817], N. Maze 1819[–1821], J. Smith et Gide Fils 1825[–1831], Band 2, S. 642–643.",53.64904,-1.78416
2695,1853-Indian_Sang_Froid-2-neu,VII.48,2170.0,Remarkable indian sang froid,"in: The Morning Advertiser 19393 (18. August 1853), S. 3.",Englisch,London,1853,,,51.50853,-0.12574
2696,1853-Indian_Sang_Froid-3-neu,VII.48,2216.0,Indian Sang Froid,"in: The Banner 30 (29. November 1853), S. 5.",Englisch,Melbourne,1853,,,-37.814,144.96332
2697,1853-Indian_Sang_Froid-4-neu,VII.48,2159.0,Remarkable Indian Sang-Froid,"in: Chit-Chat of Humor, Wit, and Anecdote (1857), S. 350.",Englisch,"New York City, New York",1857,,,40.71427,-74.00597
2698,1853-Indian_Sang_Froid-5-neu,VII.48,2059.0,Indian sang-froid,"in: The Hereford Times, And General Advertiser for the Counties of Hereford, Monmouth, Glamorgan, Cardigan, Carmarthen, Brecon, Radnor, Montgomery, Salop, Stafford, Worcester, and Gloucester 27:1374 (31. Juli 1858), S. 12.",Englisch,Hereford,1858,,,52.05684,-2.71482
2699,1853-Junction_of_the-01-neu,VII.49,7403.0,Junction of the Atlantic and Pacific oceans,"in: The Daily News 2251 (8. August 1853), S. 2.",Englisch,London,1853,,,51.50853,-0.12574
2700,1853-Junction_of_the-02-neu,VII.49,7537.0,The Isthmus of Darien,"in: Shipping & Mercantile Gazette 4819 (11. August 1853), [o. S.].",Englisch,London,1853,,,51.50853,-0.12574
2701,1853-Junction_of_the-03-neu,VII.49,7391.0,The Isthmus of Darien,"in: The Globe and Traveller 17187 (11. August 1853), [o. S.].",Englisch,London,1853,,,51.50853,-0.12574
2702,1853-Junction_of_the-04-neu,VII.49,7408.0,The Isthmus of Darien,"in: The Standard 9052 (12. August 1853), [o. S.].",Englisch,London,1853,,,51.50853,-0.12574
2703,1853-Junction_of_the-05-neu,VII.49,1057.0,Junction of the Atlantic and Pacific Oceans,"in: Huddersfield and Holmfirth Examiner 3:102 (13. August 1853), S. 6.",Englisch,Huddersfield,1853,,,53.64904,-1.78416
2704,1853-Junction_of_the-06-neu,VII.49,7396.0,Junction of the atlantic and pacific oceans,"in: The Rugby Advertiser. And Central England News 170 (13. August 1853), [o. S.].",Englisch,Rugby,1853,,,52.37092,-1.26417
2705,1853-Junction_of_the-07-neu,VII.49,6492.0,The Isthmus of Darien,"in: Saunders’s News-Letter and Daily Advertiser 34744 (13. August 1853), [o. S.].",Englisch,Dublin,1853,,,53.33306,-6.24889
2706,1853-Junction_of_the-08-neu,VII.49,8051.0,The Isthmus of Darien,"in: The Circular to Bankers, and Gazette of Banking, Agriculture, Commerce, Mining, and Finance 26:1397 (13. August 1853), S. 94–95.",Englisch,London,1853,,,51.50853,-0.12574
2707,1853-Junction_of_the-09-neu,VII.49,7370.0,The Isthmus of Darien,"in: The Evening Packet, and Correspondent 26:3987 (13. August 1853), [o. S.].",Englisch,Dublin,1853,,,53.33306,-6.24889
2708,1853-Junction_of_the-10-neu,VII.49,2190.0,[Junction of the atlantic and pacific oceans],"in: Berlinische Nachrichten von Staats- und gelehrten Sachen 189 (16. August 1853), [o. S.].",Deutsch,Berlin,1853,"Ingo Schwarz (Hrsg.), Alexander von Humboldt und die Vereinigten Staaten von Amerika. Briefwechsel, Berlin: Akademie 2004, S. 328–329. Weiterer posthumer Druck siehe dort.",,52.52437,13.41053
2709,1853-Junction_of_the-11-neu,VII.49,7415.0,The Isthmus of Darien,"in: Maidstone & Kentish Journal, Rochester and Chatham Journal, and South Eastern Advertiser 3516 (16. August 1853), S. 2.",Englisch,Maidstone,1853,,,51.26667,0.51667
2710,1853-Junction_of_the-12-neu,VII.49,3480.0,Junction of the atlantic and pacific oceans,"in: The Advocate. Or, Irish Industrial Journal 12:7 (17. August 1853), S. 107–108.",Englisch,Dublin,1853,,,53.33306,-6.24889
2711,1853-Junction_of_the-13-neu,VII.49,5772.0,The Isthmus of Darien,"in: The Wells Journal. Frome, Shepton Mallet, Glastonbury, and Axbridge Gazette. And General Advertiser for the County of Somerset and the West of England 108 (20. August 1853), S. 4.",Englisch,Wells,1853,,,51.20794,-2.64896
2712,1853-Junction_of_the-14-neu,VII.49,5771.0,The Isthmus of Darien,"in: Wilts and Glo’stershire Standard And Cirencester and Swindon Express 18:858 (20. August 1853), S. 4.",Englisch,Cirencester,1853,,,51.71927,-1.97145
2713,1853-Junction_of_the-15-neu,VII.49,5772.0,The Isthmus of Darien,"in: The Sligo Champion CDCCXXXVIII:18 (22. August 1853), S. 4.",Englisch,Sligo,1853,,,54.26969,-8.46943
2714,1853-Junction_of_the-16-neu,VII.49,7411.0,"The Isthmus of Darien. Letter from Baron Alexander von Humboldt to Lionel Gisborne, Esq., M. A., C. E.","in: The New-York Times 2:603 (24. August 1853), S. 3.",Englisch,"New York City, New York",1853,,,40.71427,-74.00597
2715,1853-Junction_of_the-17-neu,VII.49,7444.0,Junction of atlantic and pacific oceans,"in: Weekly National Intelligencer 612 (3. September 1853), [o. S.].",Englisch,"Washington, District of Columbia",1853,,,38.89511,-77.03637
2716,1853-Junction_of_the-18-neu,VII.49,7466.0,Junction of the Atlantic and Pacific Oceans,"in: The Panama Herald 3:61/223 (17. September 1853), [o. S.].",Englisch,Panama City,1853,,,8.9936,-79.51973
2717,1853-Junction_of_the-19-neu,VII.49,6489.0,"The Isthmus of Darien. Letter from Baron Alexander von Humboldt to Lionel Gisborne, Esq., M. A., C. E.","in: Littell’s Living Age 487 (17. September 1853), S. 763–764.",Englisch,"Boston, Massachusetts; New York City, New York",1853,,,42.35843,-71.05977
2718,1853-Junction_of_the-20-neu,VII.49,7391.0,"Letter from Baron Alexander von Humboldt to Lionel Gisborne, Esq., M.A., C.E.","in: The Empire 913 (14. Dezember 1853), Beilage, [o. S.].",Englisch,Sydney,1853,,,-33.86785,151.20732
2719,1853-Les_plantes_de-1-neu,VII.50,1274.0,Les plantes de la terre verdissent la lumière de la lune,"in: La Belgique Horticole, Journal des Jardins, des Serres et des Vergers 3 (1853), S. 183.",Französisch,Liège,1853,,"Alexander von Humboldt, Cosmos. Essai d’une description physique du monde, übersetzt von H. Faye, Band 3, Paris 1856, S. 524–525.Alexander von Humboldt, Kosmos. Entwurf einer physischen Weltbeschreibung, Band 3, Stuttgart und Tübingen: J. G. Cotta 1850, S. 497–498.",50.63373,5.56749
2720,1853-Magnetismus-1-neu,VII.51,18157.0,Magnetismus,"in: Hermann Kletke, Bilder aus dem Weltall in Aufsätzen. Für Lehrer und Freunde der Naturkunde, Berlin: Schroeder 1853, S. 95–102.",Deutsch,Berlin,1853,,"Alexander von Humboldt, Kosmos. Entwurf einer physischen Weltbeschreibung, Band 1, Stuttgart und Tübingen: J. G. Cotta 1845, S. 185–198.",52.52437,13.41053
2721,1853-Magnetismus-2-neu,VII.51,18308.0,Magnetismus,"in: Meyer’s Volksbibliothek für Länder-, Völker- und Naturkunde, 102 Bände, Hildburghausen/New York: Bibliographisches Institut/Herrmann J. Meyer [ca. 1853–1855], Band 11 [ ca. 1853], S. 83–92.",Deutsch,"Hildburghausen; New York City, New York",1853,,,50.42553,10.73184
2722,1853-Noon_in_the-01-neu,VII.52,1317.0,Noon in the tropics,"in: Chambers’s Edinburgh Journal 482 (26. März 1853), S. 208.",Englisch,Edinburgh; London,1853,,"Alexander von Humboldt, Personal Narrative of Travels to the Equinoctial Regions of the New Continent, during the Years 1799–1804, übersetzt von Williams, 7 Bände, London: Longman, Hurst, Rees, Orme, Brown / Colburn 1814–1829, Band 4, 1819, S. 505–506.Alexander von Humboldt, Personal Narrative of Travels to the Equinoctial Regions of America, übersetzt von Thomasina Ross, Bd. 2, 1852, S. 199.Alexander von Humboldt, Relation historique du Voyage aux Régions équinoxiales du Nouveau Continent, 3 Bände, Paris: F. Schoell 1814[–1817], N. Maze 1819[–1821], J. Smith et Gide Fils 1825[–1831], Band 2, S. 255.",55.95206,-3.19648
